cond_scale,column_task,column,desired_val,actual_val
2.0,diameter_x_mm,diameter_x_mm,14.765625,0.0
2.0,diameter_x_mm,diameter_y_mm,18.984375,0.0
2.0,diameter_x_mm,diameter_z_mm,7.012121200561523,0.0
2.0,diameter_x_mm,volume_ml,1.4037188974994876,0.0
2.0,diameter_x_mm,sphericity,0.7784283293005134,0.0
2.0,diameter_x_mm,surface_volume_ratio,0.5548455528642512,0.0
2.0,diameter_x_mm,elongation,0.6637877661261207,0.0
2.0,diameter_x_mm,flatness,5.551115123125783e-17,0.0
2.0,diameter_x_mm,max_3d_diameter_mm,20.371906398122498,0.0
2.0,diameter_x_mm,num_components,1.0,0.0
2.0,diameter_x_mm,diameter_x_mm,23.009777426719666,30.0
2.0,diameter_x_mm,diameter_y_mm,27.890639305114743,30.0
2.0,diameter_x_mm,diameter_z_mm,10.0,9.0
2.0,diameter_x_mm,volume_ml,4.242121770811835,4.071
2.0,diameter_x_mm,sphericity,0.711872946232847,0.7169208753146588
2.0,diameter_x_mm,surface_volume_ratio,0.4196500305434703,0.4224537770011975
2.0,diameter_x_mm,elongation,0.8469527746426707,0.7295029029133177
2.0,diameter_x_mm,flatness,0.3508087675958601,0.34307208489371344
2.0,diameter_x_mm,max_3d_diameter_mm,31.304720561910685,29.01561377220948
2.0,diameter_x_mm,num_components,1.0,1.0
2.0,diameter_x_mm,diameter_x_mm,24.398424625396725,0.0
2.0,diameter_x_mm,diameter_y_mm,24.39842462539673,0.0
2.0,diameter_x_mm,diameter_z_mm,20.0,0.0
2.0,diameter_x_mm,volume_ml,6.285170859159081,0.0
2.0,diameter_x_mm,sphericity,0.7896588485026125,0.0
2.0,diameter_x_mm,surface_volume_ratio,0.3318477842424584,0.0
2.0,diameter_x_mm,elongation,0.8625626661656305,0.0
2.0,diameter_x_mm,flatness,0.7184706305257351,0.0
2.0,diameter_x_mm,max_3d_diameter_mm,29.337750139570375,0.0
2.0,diameter_x_mm,num_components,1.0,0.0
2.0,diameter_x_mm,diameter_x_mm,33.2578125,33.0
2.0,diameter_x_mm,diameter_y_mm,52.154296875,63.0
2.0,diameter_x_mm,diameter_z_mm,29.0,24.0
2.0,diameter_x_mm,volume_ml,8.592632441997523,2.92
2.0,diameter_x_mm,sphericity,0.2837796073161452,0.42313796243145807
2.0,diameter_x_mm,surface_volume_ratio,0.8320080522750521,0.799603187874572
2.0,diameter_x_mm,elongation,0.4552529049999813,0.2589633613620161
2.0,diameter_x_mm,flatness,0.3580243486560158,0.230929415085423
2.0,diameter_x_mm,max_3d_diameter_mm,57.95978000059425,81.9959036863462
2.0,diameter_x_mm,num_components,1.0,7.0
2.0,diameter_x_mm,diameter_x_mm,42.65625,51.0
2.0,diameter_x_mm,diameter_y_mm,44.1796875,45.0
2.0,diameter_x_mm,diameter_z_mm,43.5,42.0
2.0,diameter_x_mm,volume_ml,18.53817386627196,16.779
2.0,diameter_x_mm,sphericity,0.4965901838109047,0.5111233109564779
2.0,diameter_x_mm,surface_volume_ratio,0.3679569499687286,0.36957541909716013
2.0,diameter_x_mm,elongation,0.7283899011297542,0.8641995152756456
2.0,diameter_x_mm,flatness,0.3573517409198306,0.4198363001916868
2.0,diameter_x_mm,max_3d_diameter_mm,57.19204323654045,49.13749913149529
2.0,diameter_x_mm,num_components,1.0,1.0
2.0,diameter_x_mm,diameter_x_mm,56.4140625,54.0
2.0,diameter_x_mm,diameter_y_mm,32.09765625,39.0
2.0,diameter_x_mm,diameter_z_mm,87.0,96.0
2.0,diameter_x_mm,volume_ml,56.26669272994995,39.636
2.0,diameter_x_mm,sphericity,0.4195519932915044,0.5634469187454457
2.0,diameter_x_mm,surface_volume_ratio,0.30080233705497705,0.2517297297989832
2.0,diameter_x_mm,elongation,0.6068184533812451,0.44664139233661176
2.0,diameter_x_mm,flatness,0.3006932775119153,0.3182778399008882
2.0,diameter_x_mm,max_3d_diameter_mm,93.01741184778446,87.05850427565893
2.0,diameter_x_mm,num_components,1.0,2.0
2.0,diameter_x_mm,diameter_x_mm,59.45974409580231,96.0
2.0,diameter_x_mm,diameter_y_mm,103.2002454996109,96.0
2.0,diameter_x_mm,diameter_z_mm,90.0,81.0
2.0,diameter_x_mm,volume_ml,32.69895789367906,47.282
2.0,diameter_x_mm,sphericity,0.19893306403611016,0.20580250620439233
2.0,diameter_x_mm,surface_volume_ratio,0.7602081395825803,0.6498326364948607
2.0,diameter_x_mm,elongation,0.8321129022742747,0.7396740306621402
2.0,diameter_x_mm,flatness,0.3488111648527216,0.5026609379178596
2.0,diameter_x_mm,max_3d_diameter_mm,109.53354842569024,117.40472160904254
2.0,diameter_x_mm,num_components,1.0,3.0
2.0,diameter_x_mm,diameter_x_mm,85.72265625,84.0
2.0,diameter_x_mm,diameter_y_mm,92.490234375,84.0
2.0,diameter_x_mm,diameter_z_mm,81.0,75.0
2.0,diameter_x_mm,volume_ml,258.4599365711212,229.486
2.0,diameter_x_mm,sphericity,0.8100109595565492,0.8354930000323195
2.0,diameter_x_mm,surface_volume_ratio,0.09372644649998613,0.09454151921304568
2.0,diameter_x_mm,elongation,0.7933928891362982,0.7836372980267649
2.0,diameter_x_mm,flatness,0.778852706503471,0.7545037708907256
2.0,diameter_x_mm,max_3d_diameter_mm,98.7049779314956,82.06698448764071
2.0,diameter_x_mm,num_components,1.0,2.0
2.0,diameter_x_mm,diameter_x_mm,103.07039213180542,90.0
2.0,diameter_x_mm,diameter_y_mm,83.93756484985352,84.0
2.0,diameter_x_mm,diameter_z_mm,91.25,87.0
2.0,diameter_x_mm,volume_ml,91.05666495768216,131.118
2.0,diameter_x_mm,sphericity,0.3938607164494516,0.5367565433042302
2.0,diameter_x_mm,surface_volume_ratio,0.2729213712501378,0.17734515915530286
2.0,diameter_x_mm,elongation,0.2796018311254235,0.4056346631238851
