timestamp,node,ct0_bdmap,ct1_bdmap,organ,mode,dice,saved_path
2026-07-14T11:57:34,gpu313_541234,BDMAP_00176374,BDMAP_00161119,spleen,mask,0.736780,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00161119_to_BDMAP_00176374_spleen.h5
2026-07-14T11:58:15,gpu313_541234,BDMAP_00174154,BDMAP_00178379,gallbladder,mask,0.287496,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00178379_to_BDMAP_00174154_gallbladder.h5
2026-07-14T11:58:48,gpu313_541234,BDMAP_00067770,BDMAP_00072472,bladder,mask,0.088057,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00072472_to_BDMAP_00067770_bladder.h5
2026-07-14T11:59:04,gpu313_541234,BDMAP_00052243,BDMAP_00051532,esophagus,mask,0.000347,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00051532_to_BDMAP_00052243_esophagus.h5
2026-07-14T11:59:26,gpu313_541234,BDMAP_00043630,BDMAP_00069392,gallbladder,mask,0.013651,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00069392_to_BDMAP_00043630_gallbladder.h5
2026-07-14T11:59:43,gpu313_541234,BDMAP_00172832,BDMAP_00183713,gallbladder,mask,0.796404,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00183713_to_BDMAP_00172832_gallbladder.h5
2026-07-14T12:00:00,gpu313_541234,BDMAP_00178697,BDMAP_00177420,bladder,mask,0.028736,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00177420_to_BDMAP_00178697_bladder.h5
2026-07-14T12:00:24,gpu313_541234,BDMAP_00178337,BDMAP_00184971,uterus,mask,0.869444,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00184971_to_BDMAP_00178337_uterus.h5
2026-07-14T12:01:03,gpu313_541234,BDMAP_00151849,BDMAP_00039963,spleen,mask,0.770265,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00039963_to_BDMAP_00151849_spleen.h5
2026-07-14T12:01:26,gpu313_541234,BDMAP_00173865,BDMAP_00179328,stomach,mask,0.533441,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00179328_to_BDMAP_00173865_stomach.h5
2026-07-14T12:01:49,gpu313_541234,BDMAP_00043630,BDMAP_00056879,gallbladder,mask,0.121458,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00056879_to_BDMAP_00043630_gallbladder.h5
2026-07-14T12:02:00,gpu313_541234,BDMAP_00056305,BDMAP_00069231,gallbladder,mask,0.003550,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00069231_to_BDMAP_00056305_gallbladder.h5
2026-07-14T12:04:27,gpu313_541234,BDMAP_00037061,BDMAP_00062922,duodenum,mask,0.750824,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00062922_to_BDMAP_00037061_duodenum.h5
2026-07-14T12:04:42,gpu313_541234,BDMAP_00039623,BDMAP_00063370,duodenum,mask,0.543700,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00063370_to_BDMAP_00039623_duodenum.h5
2026-07-14T12:06:31,gpu313_541234,BDMAP_00052291,BDMAP_00131080,spleen,mask,0.206295,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00131080_to_BDMAP_00052291_spleen.h5
2026-07-14T12:07:18,gpu313_541234,BDMAP_00063022,BDMAP_00063184,duodenum,mask,0.400869,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00063184_to_BDMAP_00063022_duodenum.h5
2026-07-14T12:07:35,gpu313_541234,BDMAP_00058988,BDMAP_00062907,stomach,mask,0.336177,/scratch/rpinise1/EvoTumor/Residuals/transforms/BDMAP_00062907_to_BDMAP_00058988_stomach.h5
